Unnamed: 0,credit_rating,debt_to_equity,energy_capacity,esg_rating,region,cash_flow_1,cash_flow_2,cash_flow_3,bond_value
72,CCC,0.4731352437762588,21.402603409667176,49.130444462823974,North America,39231.863645032994,38370.72832605896,0.0,72167.06136357697
73,AAA,0.9727793677069794,19.32219084138363,19.589248635613632,Asia,25092.958787563497,27186.793432395734,28716.335785172596,73363.52959937532
74,AAA,0.1132711172098583,34.72155060815638,93.06748060237511,Europe,30611.56494467356,27918.37755233451,27806.17280253106,78496.68034465815
75,AAA,1.3777339343061177,22.979222738972297,60.55146565011845,Europe,25153.5309879604,27886.02621862027,28852.94305856727,74173.44865767834
76,AAA,1.3709718757444382,42.67310585310208,99.98749434541826,North America,39952.66998305386,49058.16784094853,57175.326085392335,131937.56266036513
77,AAA,1.7621309715615157,36.200844465799854,23.63575738568011,North America,32375.95196052236,39464.43785105524,45861.41894790347,106246.46645328787
78,B,1.602288692355652,22.565135248483703,53.86074243960889,South America,55350.274750768775,60521.43550420412,0.0,107609.27346259532
79,BB,1.09215036612323,24.524016991297263,15.486890520375464,Asia,49633.85780420608,46775.58711555986,45919.663270953046,129364.30879725999
80,AA,1.3350275583174516,16.116962247198867,40.95063636005841,Asia,30825.66152339036,36530.12959418321,40520.80141275091,97495.06905619794
81,AA,1.3526021015016882,35.108826859805205,93.37471973596672,North America,38570.23201223549,43895.656509190114,46478.2105054619,116697.83447455015
82,BBB,1.25964247570763,27.018847988479312,92.71286049278548,Europe,43852.078813152824,39868.27208408514,38040.84153459455,110786.69181676702
83,AAA,2.7735836539199106,37.132287015312585,33.163795754185976,Europe,32587.765431305223,41985.559067408016,51602.221541851075,113694.04595671612
84,AAA,1.2529260440282473,11.164933450373033,50.27418520020358,Europe,23172.399791345284,29175.48760072213,34136.26549330569,78020.16909104597
85,AAA,2.904672189862394,5.686820527644787,33.7880051933141,South America,24576.18429002485,35168.39528153179,46172.091590581695,95189.84974922144
86,AAA,3.281761954012113,3.487178714460652,82.70127466286212,Asia,23497.95407066709,33183.520360231305,45846.31813811556,92081.20840450827
87,AAA,0.7953393798999944,26.773527995338853,7.541735652444315,Europe,29689.432933901095,24180.802054532214,21416.414987485805,68708.65518140208
88,AA,2.9457934847511895,50.44884967366896,32.62375035369101,Europe,39515.60863972028,55811.11828466534,73311.7015371552,151585.6467002228
89,B,1.1874312816049553,6.457562509384315,49.45732238187909,North America,36114.68318587946,45693.80697711079,0.0,75840.56627871585
90,BB,0.9473406679208612,3.997732197426054,43.38068994701616,Europe,36091.31182898901,44953.91930229674,52817.76884274481,120773.18250868525
91,CCC,1.9434841140900785,30.68814472542757,24.884966515591135,Europe,57374.32193543544,65111.46315229767,0.0,113700.22783175045
92,BBB,-0.3645268246763755,42.87441596939615,40.85680887778853,North America,34417.774349921914,35504.13331463671,36892.3507835899,96851.12794276848
93,AAA,2.0618508115101775,27.178063487497766,26.36352415690324,North America,30748.34976959109,32233.34909507579,32243.32520887001,86373.7370734683
94,AAA,1.784122036782959,33.5062996030945,97.75690653408904,Europe,36714.30221229561,44556.88423855959,49804.56881237505,118403.46869834233
95,AAA,2.0932231676441173,15.52719422614908,64.9408302690483,Europe,27401.390605217475,35568.78545494327,42704.67033492219,95248.3992699405
96,AAA,1.192092379196786,19.598738639521898,84.66097366159437,North America,26685.775989479476,29788.17824565271,31037.043521357347,79244.74567126125
97,AA,0.9430737076783924,21.59116990460163,59.38713328718484,North America,26844.124608445378,26871.63268909675,27050.35733266263,73306.31166139747
98,AAA,1.2321981380239126,39.48257683542653,89.38264080503168,North America,36689.663192366075,43130.67721630355,47082.535210652626,114734.9961838721
99,BBB,2.361547826123515,5.3230143161676775,98.55032368507592,Europe,38902.176999799594,54476.466773607906,71987.55094381935,148647.00675813557
100,AA,1.4260796647619514,11.17893097521986,78.21931938353907,North America,26774.542424257263,33678.20857814328,41350.84157326873,91767.10385752106
101,B,0.5016763688690615,53.25759358839319,77.3137448340244,North America,46936.076524245625,53577.396620641855,0.0,93297.30337514717
102,AA,1.3973469240893988,17.498970330548406,45.30462519070399,North America,27343.34809799953,32591.16829053038,36540.38686138987,87167.39431550911
103,BB,0.3719329787837833,20.99071766591254,18.24381195631053,North America,36176.92385647357,34324.06601361243,33094.901100375144,94175.77278171282
104,AA,0.2193432016881655,37.895120690868325,70.33193031564359,Europe,32390.873672648613,32014.97254107677,32017.30693881223,87544.72850105858
105,B,1.3855323192441868,8.046494998997211,72.04279459195611,North America,37933.867050772045,47992.99236113128,0.0,79658.55126026478
106,BBB,0.4767629247481243,38.97833399738304,81.02959452946544,Europe,43677.96828063313,45845.580593244915,47027.22223629651,123805.24080648024
107,AAA,2.2282862709623177,32.47190752425507,53.33850525938707,North America,29326.657752219216,35387.13684752047,41534.20426029177,95906.13378426514
108,BBB,1.8427349662050343,44.49158288548252,23.217861813689233,North America,43468.71284534453,56965.812423232,70148.61794445179,153665.4589360438
109,B,1.1451327711319983,54.55910194477072,90.40600563154528,Europe,62312.57652906775,77725.49854778875,0.0,129844.62939075727
110,AA,1.9288972578385588,12.962100470010665,60.48261996604718,North America,28601.747466277724,37179.31996562065,46283.98636080148,100944.34631791327
111,BBB,0.7769282769750566,46.74084478792474,75.5463653584842,Europe,43995.8609704021,50204.88155554981,56542.51655101163,136281.67921754214
112,AA,0.4444801343140668,58.83084821038773,27.334029557529284,North America,34862.60125675504,39958.494194227336,44647.50042643085,108014.19908514587
113,AA,1.6938945221534685,33.526378505266344,26.361537334450503,Asia,36397.2346179288,43053.33987826514,46790.898681260864,114134.41893506597
114,A,1.2899018152940396,55.48222287106517,65.36076558706101,Asia,43797.14686756018,55124.73888901807,67790.911873639,150271.67012512087
115,AA,0.396633473764837,30.721980848622028,17.4467966442031,Europe,33217.62082226437,30824.995333033043,28585.548940856537,84288.28074470376
116,BBB,1.928798578253755,23.5745861850248,31.850150011772705,North America,38029.52321438494,42471.2348344453,45658.39082271875,114182.69019997469
117,BBB,1.6375315033901598,53.75938756031013,30.6443428833707,Europe,48212.13596826056,62931.755820852784,79587.54451435273,171747.99095670483
118,AAA,0.4147265300240866,16.72447072052386,28.056126364096,Europe,22687.967920513143,23520.21862685295,24070.495545993756,63734.11919797438
119,AAA,1.7974844463556223,61.550406767467095,31.397806380493044,North America,35341.29068738376,49305.40562007809,62649.60811029477,132498.91544689977
120,B,0.8486852086595698,27.515094960356045,17.176291279187396,Asia,53927.49522697231,48166.33795797789,0.0,95047.80766104201
121,CCC,2.5055218575473797,26.827139234741548,78.98980366852567,South America,65833.09030102006,68701.3571405264,0.0,125012.3373755986
122,AAA,1.549928359556915,18.87855831261448,76.95222929060009,North America,27675.775351485423,33190.64440581125,36535.43815972336,88023.4593334092
123,BB,1.9878513943560492,2.461108470601792,58.41648714725306,Europe,41036.72303161005,57118.08103432279,75102.61538104778,155766.839528722
124,BBB,1.7988091645781388,11.975688882998824,25.61700562743549,Asia,43569.16039523276,57287.283471280745,70601.27875624504,154443.7324149305
125,AAA,1.971731400671462,27.34685934438342,33.150592495202105,Europe,29460.104826275925,31492.110991652436,31564.372745096895,83888.00765126976
126,BBB,0.624017651807476,51.225510020400456,71.43437727570765,Asia,46972.2245613926,53687.5944660199,59333.0235612757,144685.77935819625
127,A,1.8659372208080696,18.92359391436679,2.850190821311338,North America,37113.949069879345,45215.565818537245,52369.918084605735,121597.57351785924
128,AAA,2.5667404114369146,18.70214031094081,56.35414618035745,North America,27722.561649232488,35097.770694441235,42424.78739664006,94885.27877687695
129,AAA,1.1880053295488529,43.75534988032824,89.0667581914642,Asia,35915.24212601913,43268.48728214082,47380.39838809863,114379.75551519929
130,AAA,1.5463968472017489,2.687473794539509,56.30137968696393,North America,20786.22719821653,27931.446005975013,35813.642596408834,76068.22277396939
131,AA,0.9008605035129816,7.2287336863222516,70.79241852743463,Europe,25023.90515799399,29894.023459147636,34749.928674409864,80965.34606906663
132,BB,1.261416241235798,8.289124741991294,1.961020360826049,North America,35831.5621238358,45312.389523482896,54191.23849037128,122037.3996169375
133,B,1.2755621563381545,50.40688559113769,16.11824268759866,North America,51389.5983446573,64559.70046079748,0.0,107500.02605232439
134,AA,0.6501130003073121,31.418586123631464,60.94867637915614,Asia,30443.695589807896,29244.56920252393,29164.63055735039,80713.18657403193
135,B,0.9892101978113657,59.64107460320077,4.51670475035042,North America,57621.8930972491,71282.55905470828,0.0,119533.37578849871
136,BB,1.7415704596101604,14.375490671270102,28.924462963647933,Europe,44265.21283659397,55883.66468196099,67019.99215458379,150739.86586587856
137,AAA,1.1843736456198055,16.54819545616363,39.388780374253315,North America,24654.142448909748,27812.940561250016,30082.132614529797,74693.36983372449
138,A,1.260522423394958,10.08897812744977,29.218133607022555,Europe,31876.88239629766,40453.00283639348,46394.67298617903,107128.46457731162
139,AA,1.0967622309684844,19.201513945725853,96.9303766888522,North America,31817.239606295796,34901.82880462373,37143.68029104685,94045.22811950577
140,AAA,1.2676265997947895,27.350183217452507,11.58815203152075,North America,30946.608644139917,28936.244459519,27521.85844436047,79493.4034398183
141,CCC,-0.4422676239177781,33.08488238663528,87.29605510943362,Europe,54720.76245995483,50745.77059958083,0.0,98142.92170751328
142,AAA,3.016567534304911,27.352310228703363,42.51413138237048,Europe,30293.09957392144,32667.756636176353,35269.19158216063,88948.04304536805
143,AA,1.6099708809176296,9.340680589648768,83.58939763920755,Europe,28974.40772411258,39273.00144982847,48278.40992244481,104921.14973380743
144,BB,0.1911594627166111,35.6734132094224,53.83121983401288,North America,36050.75159404081,34881.15337250667,34830.587575169695,96060.25461503654
145,B,0.2189229626103319,40.27508401738102,71.296679821817,North America,42394.29331447906,43842.43059300105,0.0,80141.894397464
146,BB,1.5717266339811924,23.59304312997508,76.65473102259763,North America,42397.35553707425,45190.750919284656,46854.51123416445,121842.46554716569
147,B,0.1687277219490055,36.0783458679794,21.51161398345228,Europe,49478.767745608915,48692.90479943029,0.0,91288.5359930337
148,AA,2.575575385951988,31.101284218664816,37.0856453194005,North America,34463.805567961404,40863.6177469266,46785.469233790805,110302.2252514771
149,AAA,1.4771605831006271,56.41812334513847,31.952401680510935,Europe,33288.279317398694,43928.08435662838,53794.81106100939,118017.17100347803
150,AAA,1.229292116198625,17.929989474357455,44.013089245630475,Asia,23225.560691163537,28201.8785757132,30752.1276469204,74264.36092294745
151,CCC,2.546665423085888,19.07531073612544,58.6948316913158,North America,45515.24228560866,57753.73639345668,0.0,95732.19119577849
152,BB,1.328204706944761,20.58234096548792,37.11019857415676,Europe,43359.43788785966,48583.49035517837,51063.45746287892,129471.89513631916
153,BB,-0.607675843200689,11.676250253750236,53.08787586719678,North America,29987.277796315495,32052.039995048828,34267.53161638895,87233.03952629569
154,BB,0.8136874902964958,13.953506749047191,34.80862026748316,North America,33771.658873009124,38698.8500302309,41354.36428325689,102987.93713205215
155,AAA,1.864369486264826,44.53460060171682,75.82519171537483,North America,35317.2544406841,46754.7773141572,57772.20493818144,125949.24447804835
156,B,0.8738414678097409,23.99025242453545,22.86753203000832,North America,41295.71847896337,38466.97867335928,0.0,74219.93929820482
157,B,1.2457471392410036,32.947330055919814,47.15032076981266,North America,41292.03217517551,45014.59069500391,0.0,80155.30564983057
158,AA,1.2573079159702385,27.381968185034893,64.57507609359084,North America,30663.454833959637,28304.33000899662,26994.676389134533,78195.16842934584
159,B,1.5182148089604892,51.80928948657528,58.560331277156706,Asia,57005.61527787742,74657.66440001281,0.0,122007.76457304679
160,AAA,1.01393988563287,34.466534048312006,54.46551485099616,Asia,27251.997435679183,28620.331377375813,29501.55786725303,77398.32241557838
161,AAA,0.0106381160438489,16.205791816712782,18.820750350766367,North America,21760.265993773573,22128.97391439181,22515.10369607506,60245.08762710016
162,AA,1.54507755951037,10.502763377021116,25.271276151422985,Asia,30601.43553418895,39062.01705338855,47190.66361550811,105339.69480445687
163,AAA,-0.0457285736258277,42.20801381868212,36.297339308683085,Europe,25734.195601085787,26480.52483177414,26255.98988921229,71208.28559574319
164,A,1.4104964591595035,16.93568504834473,23.59877627240856,North America,32826.8944564728,39104.66360007724,43830.321987249,104595.07172494665
165,BB,1.1556630438318838,30.684510251902864,59.23172103720245,Europe,45512.47890360669,44639.66079391371,45985.61745760277,123558.81160344544
166,BB,1.25974715744678,12.833523870797714,46.53982384180861,Asia,45471.52830058691,54900.200295089286,62119.63844611222,146763.59676696084
167,AA,1.8804078114495184,27.97926274550015,76.90557073490412,Europe,34768.11299328658,38032.09048031847,39929.73634497201,102101.52331230309
168,B,0.6820318917031034,45.71362756463494,3.746537688568763,North America,51978.84627555781,58913.428125807026,0.0,102939.87910670543
169,AAA,0.9316574380737724,34.564936794458525,88.32275663186999,Europe,31357.778717145095,32229.58381200936,34896.769597749284,89242.87540093862
170,A,2.3611308561432214,70.2551914432041,76.65662552086262,Europe,49624.25663117582,71092.82432418197,96266.71974520366,194903.29616366792
171,AAA,0.7433082012848087,12.218952766487789,15.440671088769752,South America,23079.710386475377,26746.43918064893,29600.271800541053,71810.31304724028
172,A,1.4773099977706858,7.101793865645349,62.426275101712505,Asia,33548.01359574939,42091.07936247806,53154.867899582896,116045.51233732734
173,B,1.901032265067831,41.33528678260336,31.814822591038126,Europe,54578.69931460947,70666.42349680424,0.0,116076.24288176344
174,AAA,2.223245932024751,6.131494698144306,63.9980970945768,Asia,23892.118307227523,34799.61252557482,43913.90347310684,92253.15370580173
175,B,1.591704237886849,29.06839620130521,43.69611691395857,North America,42796.96195661941,44406.79859245702,0.0,81037.28675456453
176,CCC,2.7836972215207605,34.54425661371835,95.0427144715912,North America,56176.00662062801,70820.84252908963,0.0,117737.55054943223
177,AAA,1.0127550186189158,9.472481513806516,86.4379608362673,North America,22532.480555167633,26131.510647045503,30221.06306200164,71267.6463046943
178,BBB,0.9814084422602456,15.77884328094754,64.87414335435486,Europe,36848.17558498755,42403.3032396061,46582.34171884676,113794.12478383063
179,AAA,1.6717890558540414,12.176865984886131,66.67220817935946,South America,23275.010624795348,31094.44685953293,37244.70420133084,82543.63253875589
180,A,0.6595767068599445,34.387105849876775,86.425227792912,Europe,39735.573273092574,38934.22176211171,39297.811843264,107104.81738651624
181,A,1.6313478359094975,35.67393687307535,9.856892073715027,North America,41680.61145915139,49539.342270636786,56471.15510344444,133411.3712310355
182,AAA,-0.3325766090919253,71.79548573116288,20.805283831470835,North America,34824.192665791415,39627.31839871141,43475.56314417917,106664.86977808978
183,AAA,-0.313435077207973,78.11103745421151,71.87360802554431,Asia,33768.21003615413,39396.001194479715,42531.59973720028,104633.92942987921
184,BBB,2.5928513883586826,42.5057921899923,31.534480160663247,North America,42729.12689604634,57520.22198977022,72705.58050136421,155672.75757997108
185,B,1.9567439920481031,11.42560014278549,95.90901833408672,South America,55267.58100925655,74831.80680146143,0.0,120510.4461325903
186,BB,-0.1005708017789797,12.747002848332915,86.2161064608702,Europe,39092.85626312493,40736.79092679984,42034.14973302109,110491.4408692419
187,AA,1.289677149292766,80.04118911449827,11.41980416479602,Europe,49551.10328629829,65608.62959812644,80503.18367754793,176242.16488821903
188,AA,1.1570381219451356,47.86495197191748,33.296127267699646,Europe,35175.017060192855,42637.743651903074,49772.32808208591,115168.91499876624
189,BBB,0.268867552376189,11.74618341594907,11.561069481300802,North America,30685.181479764487,33461.53470010044,35641.85041919565,90363.35120245456
190,BB,0.8239492128768475,2.0970436256418123,37.47243594318902,North America,29779.865478459156,36146.61699497035,41824.21034051255,97277.1492281461
191,A,0.1004478371025596,55.619885312598306,98.72500435467536,Asia,51637.09624296405,57853.17591240693,62949.34519422216,156030.73405473903
192,AA,1.111079692456766,14.45727967942339,40.26684176232009,North America,26536.248375439744,30768.422955531623,34633.60576234712,83098.29495698317
193,AAA,0.3518407963923783,48.97627065076664,9.367603322982276,Europe,34379.956153436644,38061.185079425086,41825.8809669344,103396.20080725159
194,BBB,1.7583616044978585,33.97313571363781,15.971783486350263,Europe,47353.23529197287,56208.30205344073,64148.358498860885,151494.67017762552
195,AAA,1.8696360245780304,48.244705915312124,95.48836402496472,North America,42099.226904602176,56350.5423312608,71349.56119961645,152840.53843840983
196,B,1.4611514248562487,26.28167450351696,40.184419274193615,North America,41889.21221267973,38627.29999345755,0.0,74930.58758890818
197,BBB,1.9362647481492457,13.1745584257199,60.08740292147342,Asia,42398.14199877065,56265.688669998446,71433.04543181093,153120.37152700912
198,AA,1.9165030115616393,14.949717834030457,12.956485419264608,North America,31444.340253206206,40201.97323675253,48652.970153402246,108439.63043399395
199,AA,1.3464740421994923,17.849774197557302,68.51261093174283,North America,28512.64973588123,33404.71122357166,37663.15415205226,89988.81094535065
200,BB,1.0048724803699658,35.98888963737652,5.128593805216042,North America,46034.144994591574,50251.06395234699,53356.3082564223,135512.42437138438
201,BB,1.9936512635661865,31.634482038751756,54.340801593625685,Europe,47137.30512101432,56185.692652354424,63897.99901284317,151052.24506531353
202,AA,2.4831298025538096,28.85324884906308,49.865614524222515,Europe,35165.888619475096,39675.93759780856,43108.46443527693,106717.27987556177
203,AAA,2.2225973166094852,43.28490381506288,35.28699170740255,Europe,33327.727148757265,45744.46215042676,57146.70229024026,122597.7382396659
204,AA,0.1611239761045513,31.76854116579117,5.135771654414045,Europe,34770.59765055007,31623.5466948528,30739.824981252234,88352.56056199472
205,A,0.179676120130688,55.0297589244878,86.20948581028841,Europe,44289.710343189465,49555.67925876598,53328.12968732046,133195.98191330623
206,B,1.78504626299878,33.25929367732225,79.22139008903171,Europe,54285.59740060084,64078.139106767965,0.0,109821.3300475273
207,A,1.735966810787411,35.90791508127819,83.89513093942841,Europe,42188.78956951213,51495.7905350702,58956.881377640915,137817.17044798768
208,AA,-0.068577584888311,11.366806619831998,90.82722543834768,North America,23353.029254081383,25655.77830538513,28459.474870205664,70095.89188509644
209,AAA,1.3719349380333912,10.193625152805884,61.17743119967247,North America,23094.95492661344,29481.308643433204,34828.0620422845,78821.40064742959
210,BB,1.829315904353825,25.463304663313423,91.93685129918651,Asia,55680.45604948451,58576.35132218302,59357.03121381879,157434.31845085206
211,AA,0.7164325054561267,46.15546960861115,56.183103292087054,Europe,31479.803001689823,36496.15264019811,38775.33285689139,96579.44147583409
212,AA,2.7166072399111054,21.93214364139699,18.205636641831724,Asia,37203.34127397753,45261.74430550211,52441.059551196726,121786.0488729374
213,B,2.2766180570708943,37.54496684512871,63.25448725173833,Asia,57693.72206919951,74213.5530614109,0.0,122260.28229847655
